Age,Estimated_Income,Superannuation_Savings,Amount_of_Credit_Cards,Credit_Card_Balance,Bank_Loans,Bank_Deposits,Checking_Accounts,Saving_Accounts,Foreign_Currency_Account,Business_Lending,Properties_Owned,Nationality_encoded,Occupation_encoded,Loyalty_Classification_encoded
40,114141.01,60781.56,1,478.38,1883366.3,604936.99,252809.49,186717.87,85246.19,2142425.39,3,1,181,1
69,355416.37,8648.8,1,5784.7,591311.62,295130.17,233293.37,52561.28,40061.99,288559.19,2,4,151,3
85,130641.07,27325.54,1,6217.12,741852.5,348671.72,240676.05,76028.95,37929.31,107874.25,3,1,164,3
71,65256.69,29618.94,1,1440.96,433456.33,92083.79,37611.69,57091.95,17036.11,244905.58,1,4,93,0
46,70434.0,29576.96,3,4446.19,410803.14,475859.82,333648.84,198384.32,23860.13,990659.81,0,1,21,2
29,255296.03,65724.8,2,4377.72,1415820.14,1404992.14,504356.15,780070.85,38540.5,1358271.49,3,2,0,2
28,138288.55,22771.51,1,984.3,148978.36,28887.89,39052.15,17332.73,8766.71,591285.23,0,4,101,0
50,202295.22,26062.22,2,4071.5,214711.06,404575.54,296207.09,37062.01,46494.91,1263947.73,2,2,172,0
78,286833.79,24870.32,2,4559.81,689264.8,155881.11,86443.16,60793.63,33450.56,473631.36,0,2,91,1
47,236954.14,21430.61,1,4829.32,742124.15,189929.59,101546.52,107263.21,22040.11,1824725.34,2,4,13,2
79,32062.52,19653.48,1,1612.82,231528.63,140280.05,170536.53,109748.51,5492.47,352732.73,0,4,107,1
23,211439.78,47870.12,1,8344.89,530674.17,737355.67,391927.79,329551.48,34703.17,492411.01,3,1,139,1
69,90748.37,51605.88,2,5863.85,956318.83,1324552.52,496707.19,411757.53,32807.22,758524.67,2,1,0,3
79,234829.64,22215.87,1,10487.3,1361218.72,3157817.395,1379657.16,435594.63,81671.54,2189295.35,2,2,166,0
48,148218.47,39699.52,2,3299.81,392489.26,363948.23,110959.83,199727.69,30054.18,1122996.1,2,0,43,1
56,141076.93,23841.48,1,7681.52,286219.49,1419823.59,691708.93,205328.33,44834.45,288474.22,2,4,24,3
45,392435.57,65592.24,1,4168.2,1739906.03,1492675.37,664621.88,373931.52,83552.68,1938114.07,3,4,63,1
42,97862.34,42803.09,1,361.24,841109.57,403053.66,317297.56,117057.07,27709.56,401526.79,3,3,156,0
48,71822.34,2133.82,3,1422.46,325091.98,30069.15,22156.21,14274.93,12464.94,371283.64,3,2,88,1
70,19662.72,24617.6,3,175.34,810408.88,283729.31,97588.43,88118.73,4629.11,1028343.97,1,3,131,1
23,122608.89,31945.22,1,226.91,248995.76,167320.36,182304.28,54616.36,24666.31,166961.63,2,4,41,0
55,80104.87,31921.26,1,7.5,215709.9,38471.76,64119.59,8825.87,14874.69,465264.25,0,4,181,1
35,291468.65,50088.75,2,4622.34,103028.74,292403.24,332734.72,155982.0,18057.37,757812.89,0,4,27,3
18,31135.26,7688.4,1,3017.7,259726.36,613385.93,273484.17,124239.95,17087.41,704282.06,0,4,66,0
83,330149.93,14865.43,1,384.89,390786.08,501416.02,241754.15,164750.98,58429.54,274437.53,0,4,160,0
71,291240.72,23770.26,2,3655.52,1016372.58,426063.72,119297.84,159518.26,46176.4,1468523.42,1,2,112,1
27,57992.44,36221.64,1,3441.2,239980.57,721232.97,641095.98,176301.39,38318.9,278197.92,3,3,128,1
27,243077.73,34902.7,3,4071.31,222845.73,1042355.6,614245.26,389208.13,15041.04,1738690.13,3,0,138,2
33,329840.71,29400.9,1,1430.89,941944.19,67947.49,60699.76,28701.02,35891.21,628167.38,1,4,152,0
37,22120.81,13692.28,1,2942.45,620598.3,674389.19,172643.63,396217.14,1713.6,402013.15,2,4,194,2
23,43256.08,30778.8,2,3315.88,321822.64,95899.27,29507.47,31921.71,17592.43,747541.08,1,4,103,1
71,304130.87,6349.5,1,7215.98,599869.22,1334851.75,301418.14,447821.23,56792.54,1527415.14,3,2,97,3
83,65659.83,40530.56,1,875.84,600506.37,1526188.75,1013184.13,164289.73,34518.0,1402846.64,0,1,25,0
69,61750.34,44720.64,2,908.21,761581.3,1156977.96,636337.88,115945.72,83459.38,2240804.16,3,4,15,3
32,293419.07,16443.25,1,4496.63,2183384.72,1490773.71,634781.07,281227.25,399.2,1633759.29,2,4,129,1
26,231177.94,54564.05,1,1425.32,828681.79,1281296.34,1000631.43,155952.07,13023.36,1406245.31,3,4,107,1
68,231396.28,40382.64,2,757.41,113522.57,569570.56,577946.6,251867.45,6840.2,1228111.17,1,4,134,3
77,248004.44,33819.76,1,577.38,189579.46,1052953.51,579477.77,85225.63,13528.13,2192573.71,2,1,82,1
45,175522.51,63412.96,1,4634.56,938338.98,1065811.13,317475.66,955148.19,66724.53,250774.57,3,2,53,0
26,282056.24,60103.68,1,5508.95,535541.76,426296.96,409245.08,125729.18,30319.97,1393137.14,2,4,169,1
46,226151.9,6668.46,1,1245.08,446679.55,86326.27,117157.09,42546.52,2120.34,756362.75,3,0,109,0
39,73123.68,10618.0,1,1900.8,410214.0,984888.0,393955.2,194351.23,52225.2,1362170.4,3,2,171,2
45,365596.0,63590.61,1,9986.86,853669.41,448114.8,209755.86,85364.28,102516.12,2152454.37,0,1,158,3
54,62559.67,26774.23,1,778.54,245560.97,206792.3,152846.48,61857.87,33283.37,479575.47,3,3,92,3
42,180724.34,26183.52,1,6063.21,1175056.16,1980490.17,414220.17,809800.42,4968.95,1612431.75,3,2,92,1
53,187639.73,29519.35,1,6791.21,1013646.2,354828.55,200846.35,92389.32,65609.07,2574028.95,3,4,98,3
73,262109.95,42685.02,1,3688.64,631689.33,1067459.04,417279.44,414853.4,47110.27,270774.34,1,4,122,3
75,199127.91,21470.62,3,5785.64,347902.54,506306.83,148913.77,319668.23,20108.74,1500775.1,2,0,165,2
68,78951.05,32630.07,1,3574.88,985390.73,244487.13,71033.42,79094.89,67565.77,2370468.68,3,4,111,3
60,263795.04,25800.0,1,339.34,76861.42,314269.05,197964.76,27220.15,22091.9,1956634.14,3,4,158,1
49,354554.29,31096.71,2,10373.69,243447.75,964355.02,259897.1,453725.62,77374.99,2161598.99,3,4,56,1
53,92389.02,15887.04,2,737.1,946087.51,1117595.61,335278.68,277802.34,14745.82,979922.58,2,4,90,3
27,91714.87,17365.92,1,6715.84,409370.9,539509.16,338515.55,182798.4,39718.13,1608167.09,1,4,164,0
52,140671.72,37579.85,1,4003.69,528083.56,1201314.95,770843.76,119731.06,13151.29,2249744.11,2,4,152,3
47,362722.41,15889.68,2,3217.61,121348.68,517296.34,308833.64,324275.32,22050.5,563251.69,3,2,10,3
58,236893.51,30897.72,1,827.3,842966.36,491151.7,528454.36,55021.42,2354.33,1135129.37,0,2,118,3
55,42693.61,8208.36,1,1582.8,551527.19,622135.23,276504.54,182723.42,33443.8,227747.76,2,4,119,3
69,274290.8,27663.35,3,38.53,312146.99,351795.14,259217.47,340068.64,3524.94,826948.59,3,4,28,0
82,113530.44,21218.4,2,1095.09,243904.6,302759.35,205443.84,221230.58,26597.67,748076.18,2,4,61,3
71,91094.4,63260.8,1,3129.72,380404.64,24209.92,29492.09,9006.09,24181.08,1081277.12,0,4,181,2
34,245839.9,5995.99,2,3888.98,45681.04,133610.01,96496.12,178097.2,23080.23,453420.75,3,4,39,3
58,33250.79,8181.42,2,1882.65,639638.86,185133.67,56734.51,56465.77,29721.57,845306.69,3,1,73,3
22,82457.13,20286.4,1,3758.66,308889.13,1159374.73,424346.31,326746.66,27230.08,868667.41,1,2,133,2
38,174354.27,32175.99,1,6250.49,1083317.8,701987.99,277100.52,267555.95,50204.33,1048697.69,3,4,60,1
76,45199.26,29204.84,1,1838.56,268609.52,67632.21,97690.97,27278.32,10005.98,82071.45,0,4,20,3
66,132163.92,19996.4,2,1988.56,340874.83,311874.17,358422.56,83507.8,4649.0,154235.34,1,4,29,1
78,114615.98,38367.58,1,3577.46,324998.88,298332.57,178271.9,103907.05,12990.54,576759.17,3,4,193,1
43,133180.88,27623.46,1,4027.35,510992.7,691698.96,145620.83,359475.43,15138.47,670259.88,2,3,115,1
70,110486.1,22062.3,2,2893.55,476369.9,316284.64,182471.91,240862.92,16569.77,651320.79,3,4,171,0
23,158077.07,26127.99,1,6228.0,262656.05,1211126.42,622230.09,454672.42,41574.52,1004496.25,2,1,105,3
66,261771.18,20614.6,1,2516.3,785259.37,826021.01,275340.34,441629.21,45726.85,1175634.42,1,3,90,2
76,96486.38,15747.0,3,1159.31,522574.25,390366.08,327276.61,71054.51,5956.46,166342.01,1,1,30,1
60,35337.22,6165.45,1,900.46,705853.18,119341.2,29835.3,53040.53,20912.39,394311.63,2,4,51,1
51,88518.57,7891.84,2,964.3,631312.79,490144.28,265969.76,112847.17,24846.02,110986.23,3,3,178,0
73,82414.38,15019.75,1,117.82,244323.64,170188.99,96968.14,54500.05,16683.57,487931.11,3,4,144,0
44,207384.19,53205.75,1,3357.59,610026.26,1157055.65,720622.38,232527.59,42135.26,1260155.43,3,4,2,1
77,191265.88,11937.39,1,4443.81,637807.27,2092998.26,480614.41,599062.61,3275.19,835505.64,3,2,51,1
46,124291.77,14326.2,1,987.5,734431.49,776427.98,278717.74,323312.57,2728.11,0.0,1,2,112,1
81,102785.76,18023.2,1,3640.37,1291456.9,540168.09,148636.86,267365.08,108374.26,1918724.26,0,4,122,1
23,52109.13,14277.05,1,209.68,205552.05,329191.59,116949.64,88665.16,6681.62,1148304.5,1,4,169,1
85,109218.7,6820.8,1,2767.3,587928.77,198995.43,128873.23,68530.24,13413.79,566786.3,2,0,168,1
59,104969.77,16207.79,1,4486.6,204480.31,1087915.49,566160.1,440605.77,57773.66,191774.98,2,4,179,1
72,279877.46,47796.45,1,3379.45,288749.23,26183.52,12902.03,14025.26,5133.53,645523.36,1,2,29,3
76,143047.68,13216.8,1,6935.48,1039003.28,763100.63,182891.89,514935.26,35158.0,1862168.22,1,1,16,3
80,193690.93,11655.54,2,3610.42,50809.39,342138.31,255463.27,174627.4,4469.13,626121.9,2,4,49,1
47,154270.55,20619.91,1,2807.4,132475.44,114627.12,88779.83,28791.64,19252.18,104412.9,1,4,183,3
71,88221.82,12126.95,1,5284.59,918742.14,542037.0,348097.16,156643.72,15380.77,1451850.52,3,4,124,3
34,171731.73,10815.36,1,4130.69,378784.85,901622.66,281306.27,365193.24,19452.66,1341318.89,1,4,120,1
43,232630.34,41074.04,1,3004.51,256989.41,47812.38,20320.26,34317.33,24242.82,606146.02,2,4,26,1
19,366034.24,17474.68,1,3038.1,559075.84,1532568.0,411176.78,951687.35,85826.79,1019083.44,2,3,183,3
68,82937.81,4432.75,1,1710.95,348839.24,255155.38,127577.69,131136.43,13812.81,413503.46,3,4,127,1
18,357820.76,13509.99,1,3730.92,1385344.94,63685.81,25208.97,43186.94,12373.17,890352.0,2,3,0,0
84,203494.93,37430.61,3,4085.55,792427.96,310706.37,156861.47,101356.64,11971.48,541524.93,1,4,67,3
34,83258.97,17045.34,1,228.82,524549.75,149999.47,96710.18,101664.11,16219.01,74362.91,1,4,8,1
17,252152.64,11210.4,3,336.0,488910.24,507901.82,431716.55,134086.08,9192.96,1001077.44,3,4,124,0
67,42783.86,8986.11,1,3264.19,703366.71,0.0,0.0,0.0,44402.48,1159400.47,1,4,28,0
77,85251.76,3640.0,1,680.02,345329.75,310034.08,132871.75,170075.84,14750.57,700768.11,1,2,31,0
69,105422.83,27422.6,1,1198.96,144323.82,191149.27,139017.65,173076.98,28835.3,392190.58,1,2,21,0
40,89051.64,4331.32,2,502.5,234064.86,130298.13,163859.77,41616.43,15004.14,312536.73,1,1,63,3
44,82630.86,23365.26,1,1937.1,806062.44,890641.96,608985.95,152246.49,28605.38,1704234.69,0,0,173,3
38,327183.15,30740.48,1,1772.76,207129.71,191858.02,150928.31,113272.97,34785.68,371355.3,2,1,154,3
19,113684.56,5710.4,1,1165.52,412964.8,111178.81,53365.83,67359.54,20072.4,159087.32,3,4,89,1
56,204170.6,18233.8,1,4209.73,902243.04,244609.52,86456.81,139343.08,38402.73,773583.49,1,4,80,3
50,83735.5,16084.04,1,2396.93,242274.93,317381.34,170383.67,189894.27,23667.35,384228.22,3,4,178,0
74,36006.03,36840.36,1,2452.18,862294.27,489630.62,151954.33,259335.39,33108.3,726780.01,0,1,9,0
46,407606.87,31157.8,1,4901.79,994316.57,302004.93,274549.94,166560.29,49432.85,914353.65,1,4,85,3
53,471737.72,10652.46,2,3087.18,1851796.4,1301697.82,667827.57,306295.16,86545.55,2077692.84,0,2,62,1
81,130296.27,7269.84,3,746.46,805317.55,581539.75,143148.25,292022.42,37479.78,856988.5,0,4,120,3
49,77904.11,33876.06,3,3863.74,182644.08,388086.43,450865.12,124644.23,44133.36,267832.11,0,4,142,0
21,235310.46,22356.4,2,1137.87,774951.02,343870.9,200342.17,71046.72,42810.76,1566911.23,1,4,138,1
32,70523.24,16318.3,2,1198.93,159503.35,368369.81,212181.01,76738.8,12171.58,209649.95,0,1,190,2
46,54579.53,41182.7,2,4508.17,825130.85,1168651.99,332461.34,647997.38,53996.2,1012159.8,0,1,42,2
84,168229.69,55000.5,1,5369.33,987210.9,1638584.71,491575.41,730430.64,5526.3,2081371.5,1,4,38,1
81,451132.2,38725.2,1,206.51,475981.51,1506304.19,772714.49,129405.22,116257.68,3180344.71,0,4,63,3
36,53241.04,18142.88,1,1248.83,320085.06,66334.72,48775.53,37557.16,11056.15,348186.0,3,2,178,3
42,272202.65,21930.35,1,6349.69,1424975.5,700948.83,280379.53,302809.89,17116.13,1493457.88,0,4,184,1
40,79374.2,12797.46,3,3435.78,308861.23,679198.46,284203.61,233046.96,2706.61,570277.46,0,2,50,1
82,123095.04,10598.28,2,3437.83,311057.9,123840.33,104183.13,62824.39,24727.63,689610.12,3,4,178,1
72,47809.82,22226.82,1,4594.66,209798.16,85688.91,37488.9,12050.0,18826.37,942685.39,1,3,184,2
55,165463.53,11687.04,1,2456.06,123209.01,185375.78,147721.33,103607.68,6984.81,301361.36,3,2,59,1
81,91667.36,22934.1,2,4658.15,257599.6,945239.66,462564.09,110143.88,38451.05,1143777.05,2,2,29,0
49,322668.5,8959.3,1,4241.51,895255.97,1184493.52,762894.13,134911.8,36303.53,913863.27,3,2,59,1
42,166230.05,8921.28,3,2589.08,739341.72,593330.55,393253.97,281832.01,35361.69,343739.39,3,4,117,1
24,225155.26,15855.07,2,4199.22,257892.89,556022.7,529545.43,132386.36,5119.55,1010955.11,0,3,149,1
66,31557.79,24787.62,1,1470.69,316354.32,162241.38,141592.48,105840.38,8162.06,70239.77,0,4,21,3
44,98458.06,5650.56,3,2086.16,470697.02,417648.82,263516.52,229010.77,5986.98,376548.75,1,4,93,1
24,161884.01,11589.76,1,4719.34,273447.38,437316.13,197497.61,163640.88,8871.46,126209.78,1,2,190,0
21,264000.64,28646.4,2,3460.61,1428395.53,0.0,0.0,0.0,37996.19,0.0,2,2,183,3
56,59266.75,28855.93,2,2498.65,73019.71,478878.83,136045.12,436704.84,14706.38,381182.2,1,4,64,2
77,206362.56,23662.8,1,5844.15,232222.14,1868783.85,733670.69,546515.45,13053.15,504543.33,2,2,2,1
35,157446.17,23014.26,1,2976.01,952380.13,549847.65,218965.88,181984.97,32186.93,1424000.42,2,1,129,0
62,99927.63,6232.67,1,579.14,115782.46,17503.97,13791.01,15276.19,10968.36,459031.79,1,4,116,2
83,427085.65,23309.91,1,7634.6,1276408.77,913709.35,338791.11,405830.68,26682.38,1760206.12,2,2,173,3
42,59404.8,35463.6,2,1468.42,318361.73,77122.46,55397.82,46306.06,36629.61,646976.0,1,2,148,2
18,18687.5,11913.61,2,1934.47,99325.79,24813.98,18265.85,13120.39,6652.25,234551.51,0,3,183,1
66,160897.66,57781.36,1,5009.3,725592.24,629275.5,573516.91,252028.82,38922.68,1048670.93,1,4,190,2
74,282011.73,18801.57,2,4944.12,1556756.06,966718.77,474879.39,376850.72,39550.01,2539696.31,3,4,148,0
54,66677.53,5243.84,1,1977.63,190207.1,30560.82,13227.82,30442.23,17063.02,231391.41,2,4,45,3
85,199850.36,18316.8,2,5107.76,449774.65,1248443.53,736261.57,231548.93,16624.26,766890.07,1,4,104,1
54,67543.93,23202.45,2,2374.47,879483.27,782700.66,208165.07,443391.59,38825.65,889322.96,2,4,25,1
73,204136.69,38722.25,1,7.11,898207.28,609009.52,309118.47,109621.71,23720.1,1132529.34,2,4,38,1
56,188476.49,14241.42,1,5056.36,438838.19,1363870.19,556681.71,296896.91,50779.55,657055.21,1,2,72,0
70,48339.88,18889.92,1,2352.84,880493.03,214860.89,158726.06,35539.15,30291.81,502947.22,2,1,172,1
24,86005.36,18062.4,1,5543.91,818029.82,220878.1,104387.59,33298.13,11336.02,1086248.76,3,3,31,0
76,142608.78,22836.57,1,3390.08,593776.9,565070.6,226028.24,532673.22,5855.09,303677.52,0,4,27,3
79,147292.91,24297.42,1,4097.62,105266.65,187826.4,35438.94,70287.24,7805.91,1112746.46,3,1,8,1
74,357699.43,56809.35,1,257.3,248997.44,1588226.82,384248.42,493118.81,84032.12,1939102.34,0,4,130,1
51,128079.37,31635.53,1,6381.32,183650.28,1011443.27,382533.03,210004.15,42183.93,610424.65,3,3,8,3
57,110037.72,10448.4,1,861.46,309762.39,15416.58,10713.22,10945.77,5858.7,388277.29,0,4,53,1
49,29125.26,28117.39,2,4248.3,723573.68,285173.39,151436.9,53376.59,24406.01,406859.75,2,4,117,1
62,100901.3,21168.0,2,3312.76,50876.78,505043.45,271089.5,81215.44,5030.64,871845.41,2,1,113,1
47,437883.8,22488.33,1,12970.0,806029.27,2785992.89,1049270.05,949770.3,70184.96,1103518.69,3,1,131,3
28,103326.79,17295.89,1,1303.63,34796.52,76787.31,33739.88,94169.16,9969.64,188789.3,1,4,175,3
48,63218.12,11853.45,3,1878.42,309301.05,0.0,0.0,0.0,34711.56,264123.13,3,4,163,3
62,136945.39,2702.16,2,880.63,288959.82,1278524.3,516489.95,402862.16,13357.88,1250406.93,0,1,109,1
67,182458.47,4511.56,2,2241.62,548946.16,351614.29,188072.76,134676.45,14156.86,1340059.22,2,4,106,1
56,54290.17,42073.56,1,956.96,643495.1,784410.93,511572.35,168818.87,23723.44,177830.8,1,4,150,3
17,189074.19,13258.42,1,4138.78,291504.55,247346.43,81405.16,162184.12,11482.62,358381.36,3,4,114,1
47,207638.81,49963.5,1,7462.89,1057710.13,308029.91,125041.84,122358.02,38567.36,608444.45,2,4,56,0
66,146037.5,10045.6,1,1429.18,944382.15,757522.01,336676.45,231388.54,38966.36,848752.01,1,2,59,0
36,330725.4,32644.92,2,1609.84,198857.89,1374639.73,911889.72,291940.81,19618.26,1464692.96,1,2,81,1
61,238755.41,18611.45,1,4041.82,1129042.77,1505541.47,547469.63,298160.38,17732.43,1508409.47,0,4,159,3
44,144947.04,21712.4,2,1105.52,361603.01,129506.13,62262.56,155033.78,391.87,441428.21,3,4,168,1
37,179780.6,36389.68,1,979.34,275392.11,166278.85,229464.81,96907.31,5632.93,215303.46,2,2,79,3
83,33952.28,7396.32,2,3527.35,284148.91,447927.9,212624.0,65913.44,40683.7,678764.21,2,3,16,1
42,143704.18,22279.95,1,2077.15,876345.25,562292.53,328003.97,206173.93,21817.49,1015410.21,0,4,101,1
78,45810.98,18919.41,1,4601.97,582740.22,319216.36,235784.81,63480.53,7853.71,865551.18,3,4,0,2
51,169368.88,4334.88,1,3453.75,423807.82,1795181.91,329495.41,806695.67,63848.56,788356.1,1,1,79,1
75,148197.15,36119.7,1,3152.68,315685.67,119123.35,59561.68,159426.75,17218.01,190816.72,1,2,182,2
72,95828.94,9459.79,2,1871.16,312519.52,267545.78,93925.65,236464.93,2184.53,824674.14,0,4,2,0
57,181593.39,24063.41,3,70.71,203307.15,307847.83,232069.9,219803.35,7288.55,366702.11,3,2,118,1
18,328107.32,35319.24,2,8433.07,86324.17,1688758.59,688012.76,377156.08,95976.5,1912940.47,1,4,165,3
52,244571.62,57111.84,3,2057.62,186515.14,37712.04,38340.58,22796.93,24388.13,1051078.9,3,2,39,2
23,201990.14,30222.41,1,4434.92,1174154.65,428170.13,178640.52,84981.85,42678.52,217613.89,2,2,142,3
28,304744.13,42528.75,2,314.25,477185.63,339201.75,271361.4,236084.42,34078.5,329440.13,2,1,125,1
24,142413.0,21747.0,1,800.73,571830.65,183586.56,130287.23,165820.12,18910.31,86948.8,1,4,146,1
23,58554.32,16740.64,3,2384.22,515201.95,817996.87,421982.51,124971.74,9798.31,104607.32,2,4,151,2
25,85014.81,29862.76,3,1951.93,154547.33,443776.83,137167.38,173072.96,41964.65,745880.04,1,4,133,0
72,110136.69,5533.44,3,1100.3,289776.12,398822.42,253098.85,93876.66,211.75,504794.35,1,4,122,3
65,214416.0,9375.2,1,1174.91,1622899.73,1136002.86,695165.93,169383.11,61706.46,2564187.55,0,1,57,1
19,31464.86,33157.35,2,1983.15,226743.37,25861.37,11936.02,34813.39,4090.61,246519.59,1,2,10,2
18,76587.3,16762.62,1,5079.92,822400.93,992388.86,207709.3,325718.95,15336.73,696597.14,3,4,55,3
73,47361.01,22384.79,1,2098.86,519939.71,153203.86,104973.02,22129.45,11768.89,608738.38,3,4,150,3
30,164075.79,19486.72,2,2610.7,408043.6,304826.37,383491.24,98429.42,1193.5,663236.27,1,3,28,3
73,111449.06,17480.19,2,392.59,580468.51,749007.94,204991.65,513425.24,22904.91,294397.85,0,1,52,1
63,307054.44,35028.9,1,1717.51,531702.4,1112826.27,996367.71,267854.7,24031.93,1480748.69,3,4,70,1
36,93309.6,22124.7,2,937.31,695931.26,858197.4,319474.94,168820.58,30101.04,935708.81,3,2,7,2
62,133956.9,66262.14,3,2796.77,603502.59,1194875.52,926364.16,403706.82,68102.23,579642.78,0,2,131,1
80,185865.95,17603.16,1,2595.57,1092209.21,1448756.02,707789.2,382206.17,34482.65,179563.9,3,1,163,0
54,384857.81,53106.0,1,2567.16,509149.8,600057.98,241690.02,621310.03,22823.64,605579.76,0,2,47,1
80,152605.64,16132.62,2,1094.21,283293.42,370664.48,248563.24,195013.12,25294.88,265156.75,2,4,117,0
46,96229.97,57912.0,1,10491.44,838614.5,1785745.06,499403.28,1037916.7949999999,35061.52,1283849.91,2,4,87,1
73,283534.13,56172.75,1,1864.5,307744.8,556885.56,284771.03,313248.13,2139.06,731803.38,1,4,34,1
42,53646.28,23169.51,1,1274.49,541134.32,48977.7,58341.09,10674.26,11687.18,705451.42,2,2,165,2
79,127005.21,11175.75,2,85.58,338482.85,229651.61,254478.81,67033.44,4522.81,193570.57,2,2,170,1
48,61144.48,3109.59,1,1073.0,434022.49,153656.19,57621.07,47612.08,4777.66,818417.95,0,4,20,3
50,225930.71,25768.05,1,4142.61,552212.2,474054.31,368148.56,134802.89,17859.2,596107.5,1,4,120,1
27,368461.72,8461.26,1,5088.7,1183891.59,189500.54,69111.96,186134.12,62583.96,1661704.39,1,2,0,1
69,142762.81,7367.81,2,535.2,603533.2,1195910.28,260334.21,409375.55,44364.29,452542.2,1,4,26,3
71,35234.55,15378.9,3,3792.07,144620.71,441638.95,115353.46,257073.42,23225.95,387030.32,0,2,55,3
50,147230.17,19263.88,1,116.05,431461.64,86604.91,53923.81,67878.64,17677.45,504046.5,0,4,140,2
55,210134.4,28648.34,2,2602.52,1778674.46,1638779.87,316050.4,1025407.98,18196.95,2874058.18,3,4,183,3
21,69314.13,31030.48,1,1201.82,60762.0,77182.19,73323.08,67482.96,21247.2,626884.75,1,4,48,3
55,108321.75,11555.5,2,3043.44,1274209.92,517758.22,291239.0,47820.72,32456.16,706972.32,1,4,85,0
55,74966.51,16928.73,1,493.32,214327.82,37979.77,19335.16,52204.92,10539.79,353119.93,3,4,19,1
66,284185.89,34633.17,1,3059.08,1385576.54,1508181.39,807954.32,657136.18,37926.4,930352.65,1,4,154,3
66,119708.9,12441.45,1,3968.41,564255.32,687188.32,447899.53,89457.19,23739.72,1114958.72,0,2,168,3
32,321374.91,34968.9,1,3046.41,386988.31,410883.32,367304.78,303742.38,7836.58,574104.42,1,4,38,3
80,201718.07,7726.95,3,1573.73,847474.6,1838374.3,337423.13,594795.53,65380.86,1535701.13,0,4,93,0
75,102807.13,19985.18,1,1293.61,218935.78,1015453.76,288879.09,469209.67,35229.59,848191.91,1,4,156,1
29,53747.14,15706.44,1,6098.92,801019.54,1207274.42,344935.55,575839.46,9885.76,585488.93,1,4,26,0
40,197052.23,5283.64,1,3784.68,63873.52,500037.87,401346.19,284824.2,8464.17,1179446.58,0,4,95,1
27,172741.13,37794.12,1,916.59,1199169.58,649525.87,322583.32,61203.65,59022.71,780669.88,2,2,192,2
59,231344.33,8031.52,2,5676.93,360387.21,1260515.58,416611.08,384457.25,44042.31,1864716.59,3,0,155,3
33,172611.65,20654.19,2,691.18,62672.07,32128.28,24800.78,28723.81,22005.81,193132.18,0,2,163,1
52,256845.42,74548.4,1,12549.82,1575353.28,3157817.395,1089482.47,741795.45,66039.4,1291547.69,3,0,187,1
28,135342.1,34214.11,1,5969.94,1170851.54,553783.57,367182.59,272317.05,40414.44,1378300.61,0,4,139,1
43,358410.87,22603.5,1,1407.92,887505.61,154216.54,131292.46,87132.34,23469.17,1358384.92,3,4,178,3
